ID,Module,Feature,UserStory,ExpectedBehavior,CodeRefs,P1_StoryStatus,P2_TestStatus,ErrorsFound,P3_FixStatus,P4_RetestStatus,Notes
LBL-03,label,create_track tool,"As an agent, I want to create a track on a release, so that it can be played and distributed.","Writes a PUBLIC track doc (id, releaseId, title, durationSec, previewClipPath) with no master path to the tracks collection; separately stores the PRIVATE masterPath in the admin-only track_masters collection via setTrackMaster.",functions/src/app/label/tools.ts:204-223; store.ts:164-168; store.ts:223-231,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LBL-04,label,create_product tool,"As an agent, I want to create a sellable product (music download), so that it can generate revenue.","Writes a product doc (id, type=music_download, title, priceCents, currency, releaseId?, polarProductId?, polarPriceId?) to the products collection with set-with-id idempotence.",functions/src/app/label/tools.ts:225-243; store.ts:310-313,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LBL-05,label,set_release_identifiers tool,"As an agent, I want to set a release's barcode and production credits, so that it can be properly identified in distribution.",Merges UPC/EAN barcode (validated with GS1 check digit) and production credits array onto the public release doc via Firestore merge. Throws on invalid UPC check digit.,functions/src/app/label/tools.ts:245-259; store.ts:107-130,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LBL-06,label,set_track_isrc tool,"As an agent, I want to set a track's PUBLIC ISRC recording identifier, so that it can be identified in DDEX delivery and licensing.",Validates ISRC format (CC-XXX-YY-NNNNN) and normalizes it; merges the isrc field onto the public track doc via Firestore merge. Throws on invalid ISRC.,functions/src/app/label/tools.ts:261-270; store.ts:175-191; identifiers.ts:27-42,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LBL-07,label,set_ownership_splits tool,"As an agent, I want to set a release's ownership splits, so that royalties are correctly distributed.","Validates splits (non-empty set must sum to 100, each percent gt 0 and le 100) and writes ONLY to the admin-only rights/{releaseId} collection (never the public release doc). Throws on invalid splits.",functions/src/app/label/tools.ts:272-284; store.ts:253-265; identifiers.ts:135-159,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LBL-08,label,ingest_master tool,"As an agent, I want to ingest a track's master audio, so that it can be previewed and distributed.","Validates master path (under masters/ with extension wav/flac/aiff) and bytes (non-empty), writes bytes to PRIVATE masters/ Storage via injected bucket, records the private path in admin-only track_masters collection, and returns the content SHA-256.",functions/src/app/label/tools.ts:308-321; assets.ts:188-198; assets.ts:137-163,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LBL-09,label,generate_preview tool,"As an agent, I want to generate a PUBLIC preview clip from a master, so that listeners can sample the track.","Validates preview path (under previews/), clips the master bytes using injected encoder, validates the preview bytes (non-empty, le 30s duration), writes preview to PUBLIC previews/ Storage, and sets the track's previewClipPath field.",functions/src/app/label/tools.ts:323-339; assets.ts:227-247,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LBL-10,label,set_provenance tool,"As an agent, I want to record a track's AI-provenance disclosure, so that listeners know it is AI-generated.","Writes a PUBLIC C2PA-style provenance record to provenance/{trackId} (admin-write, world-readable) with generator, model, disclosure, createdAt, and contentSha256 (binding the disclosure to the master bytes via SHA-256).",functions/src/app/label/tools.ts:341-360; store.ts:286-295; assets.ts:104-106,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LBL-11,label,list_orders tool,"As an agent, I want to list all mirrored Polar orders, so that I can report sales.",Returns a JSON array of all Order records from the admin-only orders collection (mirrored from Polar).,functions/src/app/label/tools.ts:362-370; store.ts:339-342,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LBL-12,label,normalize and validate identifiers,"As the system, I want to ensure only valid barcodes and recording identifiers enter the catalog, so that distribution cannot fail on bad metadata.",isValidISRC and isValidUPC check format and GS1 mod-10 check digits; normalizeISRC and normalizeUPC strip hyphens/spaces and uppercase; isValidISWC checks ISWC mod-10. All throw before any Firestore write.,identifiers.ts:27-82; identifiers.ts:88-114,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LBL-13,label,validate ownership splits,"As the system, I want to ensure splits sum to 100, so that royalty distribution is correct.","validateSplits checks that each split's payee is non-empty, percent is 0 lt p le 100, and the total sums to 100 (epsilon 1e-9 for floats). Throws on any violation.",identifiers.ts:135-159,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LBL-14,label,seed Roots Untold starter catalog,"As the system, I want to create a deterministic starter catalog, so that go-live testing is reproducible.","seedRootsUntold idempotently creates the Roots Untold artist, Foundation Stones EP (PRM-001, UPC 196633982100), three tracks with ISRCs and preview paths, private master paths, ownership splits (PlayReggaeMusic.ai 70%/Roots Untold 30%), three provenance records, a music_download product, and an ACTIVE artist agreement with AI-generation consent.",functions/src/app/label/seed.ts:169-217; store.ts:60-265,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LGL-01,legal,Register Artist Agreement,"As a legal team, I want to record an artist's contract term/royalty rate/ownership note/AI consent, so that compliance checks can verify proper authorization.","Validates artistId (non-empty), termMonths (positive integer), royaltyRatePct (0-100); creates ArtistAgreement with status draft + consent block (aiGenerationConsent bool, signedAt timestamp); stores in admin-only artist_agreements/{artistId}; idempotent; never public.",functions/src/app/legal/contracts.ts:79-108,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LGL-02,legal,Activate Artist Agreement,"As a legal team, I want to activate a draft agreement, so that it counts toward compliance gating.",Reads draft agreement; flips status to active; merges other fields untouched; returns updated record; throws if agreement missing; admin-only.,functions/src/app/legal/contracts.ts:124-136,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LGL-03,legal,Set License Terms,"As a label owner, I want to store binding license wording for a license kind, so that customers see legal terms (not placeholder).","Validates kind/bodyText non-empty; writes LicenseTerms with isPlaceholder=false, updatedAt; replaces placeholder; stores in admin-only license_terms/{kind}; idempotent.",functions/src/app/legal/license.ts:89-108,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
LGL-04,legal,Check Release Compliance,"As a distribution system, I want to verify a release passes legal gates before DSP delivery, so that only compliant releases distribute.","Checks (a) AI-disclosure: release.aiGenerated=true + provenance for every track; (b) ownership splits exist and sum to 100; (c) active artist agreement with aiGenerationConsent=true; appends non-blocking WARNING for placeholder license; returns {compliant, issues[]}; hard failures block, warnings warn-only; read-only.",functions/src/app/legal/compliance.ts:53-126,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
MKT-01,marketing,plan_campaign tool,"As a label operator, I want to plan a marketing campaign for a release by expanding the template, so that the campaign has ordered steps.",Accepts releaseId + optional budgetCents; expands the deterministic template into 5 steps with status planned; persists to admin-only campaigns collection; returns campaign with id and steps in template order.,functions/src/app/marketing/tools.ts:104-124; functions/src/app/marketing/campaign.ts:87-104,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
MKT-02,marketing,generate_campaign_copy tool,"As a campaign operator, I want to generate on-brand copy for a campaign step, so that the messaging is consistent and disclosed.","Accepts releaseId + step kind; deterministically generates templated copy for announce/preview/playlist_pitch/email/ad_spend, always including AI-generated disclosure; no LLM call.",functions/src/app/marketing/tools.ts:126-139; functions/src/app/marketing/copy.ts:35-70,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
MKT-03,marketing,schedule_campaign tool,"As a campaign operator, I want to schedule planned steps with a base time and cadence, so that steps fire autonomously.","Accepts campaignId, baseTime (ISO-8601), optional cadenceDays (default 1); computes each step firing time; schedules via injected Scheduler; persists step times + campaign status scheduled.",functions/src/app/marketing/tools.ts:146-165; functions/src/app/marketing/scheduling.ts:84-115,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
MKT-04,marketing,publish_social_post tool (CONSEQUENTIAL),"As a label operator, I want to publish a social post to a platform, so that the release is announced publicly.","Accepts platform, message, optional assetPath; checks approval gate (CONSEQUENTIAL_TOOLS); calls injected SocialChannel.post(); no live post without approval.",functions/src/app/marketing/tools.ts:176-194; functions/src/app/marketing/channels.ts:100-103,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
MKT-05,marketing,send_email_blast tool (CONSEQUENTIAL),"As a label operator, I want to send an email to an audience segment, so that subscribers are notified.","Accepts segment, subject, body; checks approval gate; calls injected EmailChannel.send(); no live send without approval.",functions/src/app/marketing/tools.ts:201-218; functions/src/app/marketing/channels.ts:106-108,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
MKT-06,marketing,marketing_spend tool (CONSEQUENTIAL),"As a label operator, I want to place paid ad spend on a platform, so that the release gets promotional reach.","Accepts platform, budgetCents, currency, objective; checks approval gate; calls injected AdChannel.spend(); no live spend without approval.",functions/src/app/marketing/tools.ts:226-244; functions/src/app/marketing/channels.ts:116-118,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
POL-01,polar,createCheckout service,"As a customer, I want to create a checkout for a music_download product, so that I can purchase it.",Accepts productId; resolves Firestore product; looks up polarProductId/polarPriceId; calls injected PolarClient.createCheckout(); returns checkoutUrl + checkoutId.,functions/src/app/polar/checkout.ts:23-43; functions/src/index.ts:89-97,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
POL-02,polar,polarWebhook handler,"As the Polar system, I want to notify of paid orders, so that entitlements are granted.",Receives Standard Webhooks event; verifies HMAC-SHA256 signature; extracts order data; calls handlePolarWebhook; persists paid order to orders collection; returns 200 {handled}.,functions/src/app/polar/webhook.ts:143-166; functions/src/index.ts:100-123,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
POL-03,polar,mintDownloadUrl entitlement,"As a customer with a paid order, I want to download a track from my purchase, so that I own the audio file.","Accepts orderId, trackId; verifies order is PAID and unlocks the track's release; calls injected signer to mint time-limited GCS signed URL (default 15 min); returns url + disclosure + license text.",functions/src/app/polar/entitlement.ts:91-145,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
PUB-01,publishing,register_work tool,"As an agent, I want to register a composition in the publishing registry, so that it can be linked to recordings and licensed.","Writes a PUBLIC works/{id} doc (id, title, iswc?, linkedIsrcs[]) and never writer splits. Validates ISWC (if present) and each linked ISRC; normalizes and throws on invalid identifiers. Idempotent (set-with-id).",functions/src/app/publishing/tools.ts:112-129; works.ts:109-113; identifiers.ts:88-114; identifiers.ts:27-42,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
PUB-02,publishing,set_writer_splits tool,"As an agent, I want to set a composition's writer ownership, so that publishing royalties are correctly allocated.","Validates splits (non-empty set must sum to 100, each percent gt 0 and le 100) and writes ONLY to admin-only work_splits/{workId} collection (never public works doc). Throws on invalid splits.",functions/src/app/publishing/tools.ts:131-143; works.ts:127-139; identifiers.ts:135-159,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
PUB-03,publishing,register_pro_affiliation tool,"As an agent, I want to affiliate a writer with a PRO/MLC, so that they can collect performance/mechanical royalties.","Takes injected ProRegistrar (FakeProRegistrar in tests, RealProRegistrar in production), calls registrar.register(affiliation), persists the affiliation to admin-only pro_affiliations/{writerId} collection, returns registrar confirmation.",functions/src/app/publishing/tools.ts:150-171; pro.ts:133-144; pro.ts:65-79; pro.ts:94-115,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
PUB-04,publishing,add_to_sync_catalog tool,"As an agent, I want to advertise a recording for sync licensing, so that film/TV/game producers can license it.","Validates recording ISRC, writes a PUBLIC sync_catalog/{recordingId} entry (recordingId/ISRC, workId, title, available=true by default). Idempotent (set-with-id keyed by normalized ISRC).",functions/src/app/publishing/tools.ts:173-188; sync.ts:107-122; identifiers.ts:27-42,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
PUB-05,publishing,request_sync_license tool,"As an agent, I want to record an inbound sync-license request, so that I can track licensing asks without commitment.","Validates recordingId (ISRC), termMonths (positive integer), feeCents (non-negative integer), and writes sync_licenses/{id} doc with status requested. Makes no binding commitment. Idempotent (set-with-id).",functions/src/app/publishing/tools.ts:190-209; sync.ts:164-191; identifiers.ts:27-42,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
PUB-06,publishing,clear_sync_license tool,"As an agent, I want to verify both master and composition halves are clearable, so that I can proceed to issuance safely.","Verifies license is requested status, checks MASTER (recording in sync_catalog AND available), checks COMPOSITION (underlying work exists). Throws if either half missing/unavailable. Advances to cleared without binding commitment.",functions/src/app/publishing/tools.ts:211-222; sync.ts:202-244; sync.ts:116-132; works.ts:116-119,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
PUB-07,publishing,issue_sync_license tool (CONSEQUENTIAL),"As a human approver via ApprovalGate, I want to issue a cleared sync license, so that it becomes a binding commitment.","Requires license status cleared. Stamps SYNC_LICENSE_PLACEHOLDER (owner to supply binding wording before go-live), sets status issued and issuedAt timestamp. Registered in CONSEQUENTIAL_TOOLS so ApprovalGate blocks it until human approval.",functions/src/app/publishing/tools.ts:224-235; sync.ts:257-283,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
PUB-08,publishing,FakeProRegistrar test double,"As the system, I want to test PRO/MLC affiliation without a live account, so that gates run offline.",Records each register() call in memory; returns synthetic confirmationId (fake-pro-{pro}-{counter}) and registeredAt timestamp. Never makes network calls.,functions/src/app/publishing/pro.ts:65-79,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
PUB-09,publishing,RealProRegistrar stub,"As the operator, I want to register writer affiliations with a live PRO/MLC, so that writers can collect royalties.",Requires PRO_API_TOKEN from environment; throws loudly if token absent (fail loud rather than silent fail). Live registration logic deliberately not wired (owner-side at handoff per manifest).,functions/src/app/publishing/pro.ts:94-115,STORY_DONE,BLOCKED_OWNER,,N/A,BLOCKED_OWNER,FakeProRegistrar (PUB-08) tested; real registrar needs PRO_API_TOKEN at handoff.
UI-01,ui,Home hero and tagline,"As a public visitor, I want to see the label's identity and mission, so that I understand what PlayReggaeMusic.ai is.","Hero section displays heading and tagline, always rendered regardless of catalog state.",src/pages/Home.tsx:39-45,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-02,ui,Home featured release,"As a public visitor, I want to see a promoted release, so that I can discover new music.","Fetches first release via listReleases(); displays link to release page if available, else section hidden; shows title and catalog number.",src/pages/Home.tsx:21-55,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-03,ui,Home artist spotlight,"As a public visitor, I want to see a featured artist, so that I can discover creators.","Fetches first artist via listArtists(); displays link to artist page with bio if available, else section hidden.",src/pages/Home.tsx:21-63,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-04,ui,AI-generated badge,"As a public visitor, I want to know releases are AI-created, so that I understand the provenance.",AiBadge renders AI-generated music text with accessible label; shown on home hero and all release pages.,src/components/AiBadge.tsx:5-11,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-05,ui,Artists catalog list,"As a public visitor, I want to browse all label artists, so that I can discover performers.",Fetches artists via listArtists(); renders card grid with name and bio; error/loading/empty states.,src/pages/Artists.tsx:8-40; src/lib/catalog.ts:77-81,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-06,ui,Artist page header,"As a public visitor, I want to see artist details and photo, so that I can learn about them.","Fetches artist via getArtist(artistId); displays name, optional photo from /preview path, bio; error/loading states; 404 if not found.",src/pages/ArtistPage.tsx:30-68,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-07,ui,Artist external links,"As a public visitor, I want to follow artists on Spotify/Apple Music/YouTube/Instagram, so that I can connect with them.",Renders filtered link list with human labels; links open in new tab.,src/pages/ArtistPage.tsx:71-82,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-08,ui,Artist releases section,"As a public visitor, I want to see all releases by an artist, so that I can browse their discography.",Fetches via listReleasesByArtist(artistId); renders card grid or empty state; links to release detail pages.,src/pages/ArtistPage.tsx:85-100,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-09,ui,Release page header,"As a public visitor, I want to see release metadata, so that I understand the recording.","Displays catalog number, title, and AI-generated badge; fetches via getRelease(releaseId).",src/pages/ReleasePage.tsx:40-100,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-10,ui,Release tracklist with audio preview,"As a public visitor, I want to preview tracks before buying, so that I can judge the music.",Fetches via listTracksByRelease(releaseId); renders ordered list with title/duration/HTML audio element; preview URL via previewUrl() from /preview bucket; loading/error states.,src/pages/ReleasePage.tsx:102-120,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-11,ui,Release buy button and pricing,"As a public visitor, I want to purchase a release, so that I can own the music.",Button calls onBuy(productId) -> createCheckout(); shows loading Starting checkout; if fixtures enabled shows inline confirmation without redirect; in prod redirects to Polar URL; displays formatted USD price.,src/pages/ReleasePage.tsx:122-144,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-12,ui,Release checkout error handling,"As a public visitor, I want to understand purchase failures, so that I can retry.",Displays error alert if createCheckout() fails with message Could not start checkout. Please try again.,src/pages/ReleasePage.tsx:83-87,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-13,ui,License and AI disclosure note,"As a public visitor, I want to understand usage terms, so that I know what I can do with purchased music.",Renders two-line note: AI_GENERATED_DISCLOSURE + PERSONAL_LICENSE_PLACEHOLDER (owner to supply binding wording); appears on release buy section.,src/components/LicenseNote.tsx; src/lib/license.ts:6-13,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-14,ui,Primary navigation,"As a public visitor, I want to navigate the site, so that I can reach different sections.","Nav renders links to /, /artists, /releases (stub), /shop (stub), /admin; home link uses LabelMark icon.",src/components/Nav.tsx:10-19,STORY_DONE,TEST_FAIL,Nav links to /releases and /shop but App.tsx defines no matching route (only /releases/:releaseId). Both fall through the catch-all route and silently render the Home page - two of five nav items mislead the user. Logistical/UX defect.,FIXED,VERIFIED,"Added src/pages/Releases.tsx + route /releases in App.tsx; removed dead /shop nav link (releases ARE the storefront). Guard test added in App.test.tsx asserts no dangling nav link and that /releases renders the index, not Home."
UI-15,ui,Admin console access gate,"As a non-admin, I want to be denied access, so that only the owner can administer.",Admin.tsx checks watchAdminSession; displays Admin sign-in required if session null/undefined or isAdmin false.,src/pages/Admin.tsx:207-214,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-16,ui,Admin console authenticated view,"As the owner, I want to manage the catalog, so that I can create and update artists/releases/products.",Displays when session.isAdmin true; shows signed-in email/uid and navigation to approvals/distribution/royalties pages.,src/pages/Admin.tsx:221-233,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-17,ui,Admin create artist form,"As the owner, I want to create new artists, so that I can add performers to the label.",Form fields ID/Name/Bio; calls createArtist(); displays Saved artist {id}; triggers refresh().,src/pages/Admin.tsx:23-58,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-18,ui,Admin create release form,"As the owner, I want to create releases, so that I can catalog new music.",Form fields ID/ArtistID/Title/CatalogNumber/Type/ReleaseDate; calls createRelease(); displays success; triggers refresh().,src/pages/Admin.tsx:60-127,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-19,ui,Admin create product form,"As the owner, I want to create sale products, so that I can monetize releases.",Form fields ID/Title/PriceCents(default 700)/ReleaseID(optional); calls createProduct(); displays success; triggers refresh().,src/pages/Admin.tsx:129-179,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-20,ui,Admin current catalog lists,"As the owner, I want to see all catalog items, so that I can verify what exists.","Displays three lists after refresh(): artists (name), releases (title + catalog number), products (title + formatted price).",src/pages/Admin.tsx:243-262,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-21,ui,Admin revenue summary,"As the owner, I want to see paid revenue, so that I understand label finances.",Displays total paid revenue across orders with status=paid; sums order amounts; shows order count.,src/pages/Admin.tsx:264-290,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-22,ui,Admin orders table,"As the owner, I want to review each order, so that I can audit sales.",Table lists orders with columns Order ID/ProductID/Amount/Status; data from listOrders() callable.,src/pages/Admin.tsx:269-290,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-23,ui,Admin approvals access gate,"As a non-admin, I want to be denied access, so that only owner can approve consequential actions.",AdminApprovals.tsx checks watchAdminSession; displays Admin sign-in required if not authed.,src/pages/AdminApprovals.tsx:44-51,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-24,ui,Admin pending approvals list,"As the owner, I want to review blocked agent actions, so that I can decide whether to proceed.",Lists pending approvals via listPendingApprovals(); shows tool name + argsSummary; empty shows No actions are pending approval.,src/pages/AdminApprovals.tsx:62-81,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-25,ui,Admin approve action button,"As the owner, I want to approve a pending action, so that the agent can proceed.",Button per approval calls approve(approvalId); shows Approving; disabled while busy; refreshes list after.,src/pages/AdminApprovals.tsx:70-77,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-26,ui,Admin distribution access gate,"As a non-admin, I want to be denied access, so that only owner can view distribution status.",AdminDistribution.tsx checks watchAdminSession; displays Admin sign-in required if not authed.,src/pages/AdminDistribution.tsx:27-35,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-27,ui,Admin distribution status table,"As the owner, I want to see release DSP delivery progress, so that I know what's distributed.",Table lists distributions via listDistributions(); columns Release title/Status/ScheduledAt/DeliveredAt; empty state if none.,src/pages/AdminDistribution.tsx:37-70,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-28,ui,Admin royalties access gate,"As a non-admin, I want to be denied access, so that only owner can view royalty data.",AdminRoyalties.tsx checks watchAdminSession; displays Admin sign-in required if not authed.,src/pages/AdminRoyalties.tsx:21-39,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-29,ui,Admin royalty statements table,"As the owner, I want to review per-artist earnings, so that I can manage royalties.",Table lists statements via listRoyaltyStatements(); columns ArtistName/Period/Gross/Deductions/RecoupmentApplied/Net; Net = Gross - Deductions - Recoupment.,src/pages/AdminRoyalties.tsx:41-79,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-30,ui,Agent console access gate,"As a non-admin, I want to be denied access, so that only owner can trigger agent runs.",AgentConsole.tsx checks watchAdminSession; displays Admin sign-in required if not authed.,src/pages/AgentConsole.tsx:40-48,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-31,ui,Agent console instruction input,"As the owner, I want to specify a task for the autonomous agent, so that I can direct its work.",Textarea prefilled with DEFAULT_PROMPT; allows freeform instruction entry.,src/pages/AgentConsole.tsx:59-66,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-32,ui,Agent console trigger button,"As the owner, I want to run the agent, so that it can execute label tasks autonomously.",Button calls trigger(prompt) -> runAgent(prompt); shows Running; disabled while running.,src/pages/AgentConsole.tsx:68-70,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-33,ui,Agent console transcript display,"As the owner, I want to read the agent's work, so that I can audit its reasoning and actions.",Ordered list displays transcript entries with role and content; fixtures mode shows CANNED_TRANSCRIPT; prod calls runAgent() for live output.,src/pages/AgentConsole.tsx:75-87,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-34,ui,Fixtures mode offline activation,"As a QA engineer running E2E, I want the app to work fully offline, so that I can test without Firestore/Functions/Polar.",When VITE_USE_FIXTURES=1: catalog reads return FIXTURE data; checkout returns local URL; auth returns FIXTURE_ADMIN stub; admin calls mutate in-memory stores; agent returns CANNED_TRANSCRIPT.,src/lib/catalog.ts:77-127; src/lib/admin.ts:97-207; src/lib/auth.ts:43-92; src/lib/checkout.ts:22-33; src/lib/fixtures.ts:14-186,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-35,ui,Data loading state,"As a public visitor, I want to see progress, so that I know the app is responsive.",Pages show Loading {entity} while state null and no error; cleared when data arrives or error occurs.,src/pages/Home.tsx; src/pages/Artists.tsx:26; src/pages/ArtistPage.tsx:49; src/pages/ReleasePage.tsx:90,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
UI-36,ui,Data error state,"As a public visitor, I want to understand failures, so that I know why content is missing.",Pages show role=alert paragraph with error message if fetch fails; persists until refresh.,src/pages/Artists.tsx:25; src/pages/ArtistPage.tsx:48; src/pages/ReleasePage.tsx:89,STORY_DONE,TEST_PASS,,N/A,VERIFIED,
